Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
"@SecKennedy Also remove the aluminum neurotoxin, aborted fetal cells, monkey kidneys, SV40, formaldehyde, polysorbate 80, glyphosate and viruses from them… right?",1.0,1.0,40.0,1274.0,English,Twitter,1dream1soul,Lagos,2025,11,4,3,7,Tuesday,SYN_e179271116b2dd6d,Synthetic_ID,November,Also remove the aluminum neurotoxin aborted fetal cells monkey kidneys SV formaldehyde polysorbate glyphosate and viruses from them right,negative,1,0,0,none,"Ikeja, Lagos",-1,0.13676181459849387,,0.12594146589756547
@toluogunlesi @MayorSpeaks_ this is what you asked for,0.0,0.0,0.0,0.0,English,Twitter,Emperorzack,Lagos,2021,2,6,17,24,Saturday,SYN_7f7ddf3281da7659,Synthetic_ID,February,this is what you asked for,positive,0,0,1,none,"Ikeja, Lagos",-1,0.0747059339527215,"una, dhan, mga, na, mk",0.03366462324203343
"@toluogunlesi Bros tell them make e go round o
Make our politicians no hide am like Covid19 palliatives o, na just one shot they need, and they cant use it as souvenirs for birthdays o...",0.0,1.0,5.0,0.0,English,Twitter,Xkuadfoshizi,Lagos,2021,3,2,13,45,Tuesday,SYN_d2f67daf845d6f6f,Synthetic_ID,March,Bros tell them make e go round o Make our politicians no hide am like Covid palliatives o na just one shot they need and they cant use it as souvenirs for birthdays o,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.06061616580798967,,0.20727355752429197
"@toluogunlesi Nice one!!!
I think the boys should be vaccinated too, cos HPV is also a risk factor for Oropharyngeal cancers, which is even commoner in the male gender.",0.0,0.0,0.0,225.0,English,Twitter,Agboolaadebowa2,Lagos,2023,10,25,6,40,Wednesday,SYN_e441e7658ddf60e1,Synthetic_ID,October,Nice one I think the boys should be vaccinated too cos HPV is also a risk factor for Oropharyngeal cancers which is even commoner in the male gender,negative,1,0,0,fear,"Ikeja, Lagos",0,0.1747666209826364,"the, vaccine, of, in, to",0.21909195003260068
@ValerieAnne1970 This is of course absolute nonsense. The Polio vaccine is one of the safest and most successful in medical history.,0.0,0.0,1.0,36.0,English,Twitter,magicmacdougal,Lagos,2025,11,4,23,17,Tuesday,SYN_35366df2bbfdb3db,Synthetic_ID,November,This is of course absolute nonsense The Polio vaccine is one of the safest and most successful in medical history,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
"@VigilantFox Diabetes and lightheadedness are both very common. stroke, gum and teeth issues, and dementia. Everyone has stopped working and is retiring early because they feel weak. https://t.co/G28fTmIXS4",7.0,22.0,71.0,2464.0,English,Twitter,brain_phat,Lagos,2023,4,11,4,41,Tuesday,SYN_8c5fd4ad14998ac4,Synthetic_ID,April,Diabetes and lightheadedness are both very common stroke gum and teeth issues and dementia Everyone has stopped working and is retiring early because they feel weak,negative,1,0,0,none,"Ikeja, Lagos",-1,0.2007116209652024,,0.15555337881964132
"@VigilantFox Only bc most elderly ppl have the jab.. otherwise, death rates are going down in highly jabbed states and up in low jabbed states",0.0,0.0,0.0,57.0,English,Twitter,nichpic,Lagos,2023,4,12,15,59,Wednesday,SYN_cf067a3b0369c665,Synthetic_ID,April,Only bc most elderly ppl have the jab otherwise death rates are going down in highly jabbed states and up in low jabbed states,negative,1,0,0,fear,"Ikeja, Lagos",0,0.2271157378711698,"the, vaccine, of, in, to",0.2557040422970786
@VigilantFox Nothing but making them future patients and pharma customers.,0.0,1.0,0.0,109.0,English,Twitter,cul_lindi,Lagos,2024,5,28,21,2,Tuesday,SYN_618d04b67e4651ea,Synthetic_ID,May,Nothing but making them future patients and pharma customers,neutral,0,1,0,fear,"Ikeja, Lagos",3,0.17800414933163464,,0.14528605655962676
@WHOAFRO https://t.co/L52HaCUE28,0.0,2.0,5.0,103.0,English,Twitter,BruceMega1,Lagos,2024,1,22,22,11,Monday,SYN_404648df5c915c31,Synthetic_ID,January,,positive,0,0,1,none,"Ikeja, Lagos",5,0.399274208210312,"when, yaaas, age, months, which",0.49637014824868997
"@WHOAFRO Stop poisoning children &amp; babies, help with what would actually keep those humans safe which is proper nutrition &amp; sanitation..",0.0,0.0,5.0,36.0,English,Twitter,snide01,Lagos,2024,1,22,16,3,Monday,SYN_6826488367365585,Synthetic_ID,January,Stop poisoning children amp babies help with what would actually keep those humans safe which is proper nutrition amp sanitation,positive,0,0,1,none,"Ikeja, Lagos",-1,0.14164062313975476,"the, vaccine, of, in, to",0.14719023746760657
@woye1 @WHO Good news,0.0,0.0,1.0,28.0,English,Twitter,kollinscargo,Lagos,2024,4,14,6,2,Sunday,SYN_262d7aa0ac7de73e,Synthetic_ID,April,Good news,positive,0,0,1,none,"Ikeja, Lagos",7,0.7476581184974891,"so, congratulations, good, thank, baby",0.7548235449419604
@woye1 @WHO Good news,0.0,0.0,1.0,28.0,English,Twitter,kollinscargo,Lagos,2024,4,14,6,2,Sunday,SYN_c391a62f844675f5,Synthetic_ID,April,Good news,positive,0,0,1,none,"Ikeja, Lagos",7,0.7044549732971318,"so, congratulations, good, thank, baby",0.7501203208232011
@_paulodunayo Abeg do you have an article or somewhere this was written?,1.0,0.0,2.0,7222.0,English,Twitter,seyedele,Lagos,2024,6,4,6,14,Tuesday,SYN_9ace2323bc17f1d0,Synthetic_ID,June,Abeg do you have an article or somewhere this was written,negative,1,0,0,none,"Ikeja, Lagos",-1,0.00841434136913017,,0.007921350174031349
@_paulodunayo Or maybe we didn't want it. Please be careful of freebies,1.0,0.0,2.0,2570.0,English,Twitter,obafemilagos_,Lagos,2024,6,4,15,16,Tuesday,SYN_9e482d813d6e198c,Synthetic_ID,June,Or maybe we didnt want it Please be careful of freebies,negative,1,0,0,none,"Ikeja, Lagos",2,0.5569127252017062,"free, hospitals, its, with, the",1.0
@_paulodunayo Abeg do you have an article or somewhere this was written?,1.0,0.0,2.0,7222.0,English,Twitter,seyedele,Lagos,2024,6,4,6,14,Tuesday,SYN_82b1cab02e40dc56,Synthetic_ID,June,Abeg do you have an article or somewhere this was written,negative,1,0,0,none,"Ikeja, Lagos",-1,0.008278535831396467,,0.008122641382032848
@_paulodunayo Or maybe we didn't want it. Please be careful of freebies,1.0,0.0,2.0,2570.0,English,Twitter,obafemilagos_,Lagos,2024,6,4,15,16,Tuesday,SYN_2f14444d369bcfdc,Synthetic_ID,June,Or maybe we didnt want it Please be careful of freebies,negative,1,0,0,none,"Ikeja, Lagos",2,1.0,"free, hospitals, its, with, the",1.0
@_paulodunayo Abeg do you have an article or somewhere this was written?,1.0,0.0,2.0,7222.0,English,Twitter,seyedele,Lagos,2024,6,4,6,14,Tuesday,SYN_62f66267e125ae37,Synthetic_ID,June,Abeg do you have an article or somewhere this was written,negative,1,0,0,none,"Ikeja, Lagos",-1,0.008116865355958233,,0.00785365140863779
@_paulodunayo Or maybe we didn't want it. Please be careful of freebies,1.0,0.0,2.0,2570.0,English,Twitter,obafemilagos_,Lagos,2024,6,4,15,16,Tuesday,SYN_9c6cf3c3515ee4fd,Synthetic_ID,June,Or maybe we didnt want it Please be careful of freebies,negative,1,0,0,none,"Ikeja, Lagos",2,1.0,"free, hospitals, its, with, the",0.852296858217693
@_paulodunayo Abeg do you have an article or somewhere this was written?,1.0,0.0,2.0,7222.0,English,Twitter,seyedele,Lagos,2024,6,4,6,14,Tuesday,SYN_60f9d2b922879879,Synthetic_ID,June,Abeg do you have an article or somewhere this was written,negative,1,0,0,none,"Ikeja, Lagos",-1,0.008510138377192989,,0.0077030304012146895
@_paulodunayo Or maybe we didn't want it. Please be careful of freebies,1.0,0.0,2.0,2570.0,English,Twitter,obafemilagos_,Lagos,2024,6,4,15,16,Tuesday,SYN_61b1980e7895cf33,Synthetic_ID,June,Or maybe we didnt want it Please be careful of freebies,negative,1,0,0,none,"Ikeja, Lagos",2,1.0,"free, hospitals, its, with, the",1.0
@_taylorhudak I'm guessing it'll be discovered soon to have sterilised the children.,0.0,0.0,1.0,127.0,English,Twitter,keybored3,Lagos,2024,9,7,19,33,Saturday,SYN_b6f81414b70bd083,Synthetic_ID,September,Im guessing itll be discovered soon to have sterilised the children,negative,1,0,0,none,"Ikeja, Lagos",0,0.20303290627080436,"the, vaccine, of, in, to",0.19666479991720553
"We are 36.5 trillion in debt, how much are the United States taxpayer expected to provide to the world?",0.0,0.0,1.0,81.0,English,Facebook,Drew Marsh,Niger,2024,4,13,10,20,Saturday,Y29tbWVudDoxMDI2NzA4MzU1OTc4Mjk0XzUwNTMzNTQ1NTY4ODY5OQ==,Platform_ID,April,We are trillion in debt how much are the United States taxpayer expected to provide to the world,negative,1,0,0,none,"Minna, Niger",6,0.6078872974162359,"to, his, gmo, the, of",0.4693872313451914
"So the lesson learned is that countries need to learn to be independent, motivate their children to work hard and succeed, and make where they live a better place. If the USA did not do the same would some alien race come from space to save us?",0.0,0.0,1.0,81.0,English,Facebook,Paul West,Lagos,2025,11,8,17,50,Saturday,Y29tbWVudDoxMDI2NzA4MzU1OTc4Mjk0XzU3OTkyOTE4MTg3MDM2Ng==,Platform_ID,November,So the lesson learned is that countries need to learn to be independent motivate their children to work hard and succeed and make where they live a better place If the USA did not do the same would some alien race come from space to save us,positive,0,0,1,distrust,"Ikeja, Lagos",12,0.0686355957500168,"malaria, we, are, no, vaccines",0.1423478166562482
"“People will die,” said Dr. Catherine Kyobutungi, executive director of the African Population and Health Research Center.”

For almost five decades, I have read in the Times about disease, death, massacres, famines, civil war in Africa. What the Sulzbergers taught me is that People Will Die. It simply not in our power to save lives. Although the Sulzbergers pretend it is.

I’ve done work for organizations, including OXFAM and Amnesty International, and in my work, I learned that none of those fine organizations really saved lives or even ended suffering. 

I’ve also known a dozen affluent Africans, none of whom had any interest in saving lives. Finally I’ve known people at State and at the CIA, all whom prospered in their careers without saving a single life. 

Finally neither of Art’s friends, Nick Kristof nor George Clooney, has ever saved a life. Although each like to think they have.

President Trump is absolutely right, there is no such thing as soft power. USAID is a cruel joke perpetrated by sadists.

And, Voltaire was right: One must cultivate one’s own garden.",0.0,0.0,1.0,81.0,English,Facebook,Robert A B Sawyer,Lagos,2023,10,26,20,37,Thursday,Y29tbWVudDoxMDI2NzA4MzU1OTc4Mjk0Xzk4ODQ4MzE5NjA0NjMyOQ==,Platform_ID,October,People will die said Dr Catherine Kyobutungi executive director of the African Population and Health Research Center For almost five decades I have read in the Times about disease death massacres famines civil war in Africa What the Sulzbergers taught me is that People Will Die It simply not in our power to save lives Although the Sulzbergers pretend it is Ive done work for organizations including OXFAM and Amnesty International and in my work I learned that none of those fine organizations really saved lives or even ended suffering Ive also known a dozen affluent Africans none of whom had any interest in saving lives Finally Ive known people at State and at the CIA all whom prospered in their careers without saving a single life Finally neither of Arts friends Nick Kristof nor George Clooney has ever saved a life Although each like to think they have President Trump is absolutely right there is no such thing as soft power USAID is a cruel joke perpetrated by sadists And Voltaire was right One must cultivate ones own garden,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.00859508552765704,,0.008462923423685502
Congratulations 👍,0.0,0.0,1.0,81.0,English,Facebook,Wisdom Otoobong Simon,Kaduna,2024,11,29,11,1,Friday,Y29tbWVudDoxMTE5NDE5NjI3MDM4MjAzXzc2NTYyMjg3OTQ5Mjc4Mg==,Platform_ID,November,Congratulations,positive,0,0,1,none,"Kaduna, Kaduna",1,0.7560376474345604,"so, congratulations, good, thank, baby",1.0
Congratulations,0.0,0.0,1.0,81.0,English,Facebook,Agubuo Cornelius,Lagos,2025,10,29,8,46,Wednesday,Y29tbWVudDoxMTE5NDE5NjI3MDM4MjAzXzc2Mzg0MDg4NjMzNzUzNA==,Platform_ID,October,Congratulations,positive,0,0,1,none,"Ikeja, Lagos",1,0.7621891280749619,"so, congratulations, good, thank, baby",1.0
"I wonder if placebo trials catch on, how many vax will be proved to be completely ineffective?",0.0,0.0,1.0,81.0,English,Facebook,Chris Stevens,Lagos,2025,11,9,20,40,Sunday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzEyMTg0MzI0MzYzOTIwMTk=,Platform_ID,November,I wonder if placebo trials catch on how many vax will be proved to be completely ineffective,negative,1,0,0,none,"Ikeja, Lagos",-1,0.036337321844454644,,0.13660336821783287
US evangelicals  - we'll see about that.,0.0,0.0,1.0,81.0,English,Facebook,Larry Boyer,FCT,2021,3,1,16,30,Monday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzY4MDU2MDk4MTI2OTg4Mg==,Platform_ID,March,US evangelicals well see about that,positive,0,0,1,none,"Abuja, FCT",1,0.12454578919426827,,0.15273156429809065
"Smallpox almost disappeared before the invention of vaccines. 

The invention of better water treatment, sewerage systems, better hygiene habits, better working conditions, sanitary items for women and not having large amounts of people in small homes was actually a larger determining factor.

Polio also had a downward trend and was being heavily misdiagnosed wj9ch gave inaccurate numbers.",0.0,0.0,1.0,81.0,English,Facebook,Jamie Wilt,Lagos,2024,7,3,4,34,Wednesday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzEyNDcxNTg5MTM2OTkzODY=,Platform_ID,July,Smallpox almost disappeared before the invention of vaccines The invention of better water treatment sewerage systems better hygiene habits better working conditions sanitary items for women and not having large amounts of people in small homes was actually a larger determining factor Polio also had a downward trend and was being heavily misdiagnosed wjch gave inaccurate numbers,negative,1,0,0,fear,"Ikeja, Lagos",0,0.6066450751867711,"the, vaccine, of, in, to",0.5982973639032607
Omg has anyone ever see. Someone with polio ummm check it out,0.0,0.0,1.0,81.0,Igbo,Facebook,Kristine Groselak,Lagos,2025,3,4,14,18,Tuesday,Y29tbWVudDoxMTIxMTgzMDk2MDMxNjA2XzQ4MTc4NjA3ODI1OTE4Ng==,Platform_ID,March,Omg has anyone ever see Someone with polio ummm check it out,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
You're doing a great job❤️,0.0,0.0,1.0,81.0,English,Facebook,Sunrise Gem,Lagos,2024,4,13,9,45,Saturday,Y29tbWVudDoxMTM4NjUyNTU4MzYxMjQ4XzgyMjUyODYwMDIyMTEwNg==,Platform_ID,April,Youre doing a great job,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
What a Man from the North,0.0,0.0,1.0,81.0,English,Facebook,Yusuf Y Mudi,Niger,2025,11,10,15,20,Monday,Y29tbWVudDoxMTQ2OTQ1MDc3NDY1ODE1XzEzODE3MzQ4MTMwNjQ1MzU=,Platform_ID,November,What a Man from the North,positive,0,0,1,none,"Minna, Niger",9,1.0,"lies, matters, is, lie, bullshitor",1.0
Dhan Dhan Satguru Tera hi Aasra,0.0,0.0,1.0,81.0,Basque,Facebook,Inder Insan,Lagos,2025,8,11,14,58,Monday,Y29tbWVudDoxMTU0ODA3NjMwMTc0NDc4XzE0NzU3MDIxMDAyMTI3Njc=,Platform_ID,August,Dhan Dhan Satguru Tera hi Aasra,positive,0,0,1,none,"Ikeja, Lagos",4,0.7845064102247984,"una, dhan, mga, na, mk",1.0
Saint Dr. MSG Insan's rehabilitation initiative is a beacon of hope for those affected by polio. Let's continue to support this noble cause and work towards a polio-free world.,0.0,0.0,1.0,81.0,English,Facebook,Gurpreet Mann,Lagos,2021,9,12,23,37,Sunday,Y29tbWVudDoxMTU0ODA3NjMwMTc0NDc4XzE3OTU4NDE5Nzc3ODYxODU=,Platform_ID,September,Saint Dr MSG Insans rehabilitation initiative is a beacon of hope for those affected by polio Lets continue to support this noble cause and work towards a poliofree world,positive,0,0,1,fear,"Ikeja, Lagos",0,0.771224946813943,"the, vaccine, of, in, to",1.0
dhan dhan satguru tera hi aasra,0.0,0.0,1.0,81.0,Javanese,Facebook,Preet Mahal,Lagos,2025,2,21,20,58,Friday,Y29tbWVudDoxMTU0ODA3NjMwMTc0NDc4XzE1NDExNTAzMzcwNTcwMjM=,Platform_ID,February,dhan dhan satguru tera hi aasra,positive,0,0,1,none,"Ikeja, Lagos",4,1.0,"una, dhan, mga, na, mk",0.49776564291438424
"Before apartheid or whites entering our Land , there were no flu , no Tb , No Aids , No Cancer ..All those illnesses came in the form of vaccination 💉.  The problem is that we didn't reach enough death toll as blacks",0.0,0.0,1.0,81.0,English,Facebook,Mulovhedzi Rudzani Zeeboy,Kaduna,2025,8,25,22,45,Monday,Y29tbWVudDoxMTU1MTIyNDk5OTg0NTUzXzEzMjU1Mjk2NTg5ODU1NDM=,Platform_ID,August,Before apartheid or whites entering our Land there were no flu no Tb No Aids No Cancer All those illnesses came in the form of vaccination The problem is that we didnt reach enough death toll as blacks,negative,1,0,0,fear,"Kaduna, Kaduna",-1,0.17585588368692673,"the, vaccine, of, in, to",0.2886301325502828
We don't eat vaccines we need a functional government & jobs .,0.0,0.0,1.0,81.0,English,Facebook,Nkonyaneyenkosi Nkunzemyama,Niger,2023,6,10,23,30,Saturday,Y29tbWVudDoxMTU1MTIyNDk5OTg0NTUzXzc3MjU5MzE3MTkwNTQxNw==,Platform_ID,June,We dont eat vaccines we need a functional government jobs,positive,0,0,1,distrust,"Minna, Niger",6,0.39783787669847254,"to, his, gmo, the, of",0.429453354066947
"I'm about ready to wear a mask every time I have to be around other people. I live in the deep south, people are SO stupid.
    ""You don't have COVID if you don't test for it.""
Yay MAGABAMA.",0.0,0.0,1.0,81.0,English,Facebook,Susan Earnest,Lagos,2024,11,28,14,27,Thursday,Y29tbWVudDoxMTU2NjQxMTkyOTQ5OTUyXzY0MjI4ODU5ODUyNjk1Mw==,Platform_ID,November,Im about ready to wear a mask every time I have to be around other people I live in the deep south people are SO stupid You dont have COVID if you dont test for it Yay MAGABAMA,negative,1,0,0,fear,"Ikeja, Lagos",0,0.16528295386812397,"the, vaccine, of, in, to",0.26184613839298526
